2023-08-16 07:47:25,139 INFO    MainThread:291014 [wandb_setup.py:_flush():76] Current SDK version is 0.15.8
2023-08-16 07:47:25,140 INFO    MainThread:291014 [wandb_setup.py:_flush():76] Configure stats pid to 291014
2023-08-16 07:47:25,140 INFO    MainThread:291014 [wandb_setup.py:_flush():76] Loading settings from /home/goswami/gkd235/.config/wandb/settings
2023-08-16 07:47:25,140 INFO    MainThread:291014 [wandb_setup.py:_flush():76] Loading settings from /mnt/qb/home/goswami/gkd235/ML_Climate_Science_Research_Project/LIM/neural_networks/wandb/settings
2023-08-16 07:47:25,140 INFO    MainThread:291014 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2023-08-16 07:47:25,140 INFO    MainThread:291014 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2023-08-16 07:47:25,140 INFO    MainThread:291014 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'LIM/neural_networks/lstm_training.py', 'program': 'lstm_training.py'}
2023-08-16 07:47:25,140 INFO    MainThread:291014 [wandb_init.py:_log_setup():507] Logging user logs to /mnt/qb/home/goswami/gkd235/ML_Climate_Science_Research_Project/LIM/neural_networks/wandb/run-20230816_074725-37xeeeff/logs/debug.log
2023-08-16 07:47:25,141 INFO    MainThread:291014 [wandb_init.py:_log_setup():508] Logging internal logs to /mnt/qb/home/goswami/gkd235/ML_Climate_Science_Research_Project/LIM/neural_networks/wandb/run-20230816_074725-37xeeeff/logs/debug-internal.log
2023-08-16 07:47:25,142 INFO    MainThread:291014 [wandb_init.py:init():547] calling init triggers
2023-08-16 07:47:25,142 INFO    MainThread:291014 [wandb_init.py:init():554] wandb.init called with sweep_config: {}
config: {'wandb': True, 'name': 'lstm-enc-dec-0.0005-6-2-4282994np', 'num_features': 30, 'hidden_size': 128, 'dropout': 0, 'weight_decay': 0, 'input_window': 6, 'output_window': 2, 'learning_rate': 0.0005, 'num_layers': 1, 'num_epochs': 250, 'batch_size': 128, 'train_data_len': 200000, 'training_prediction': 'recursive', 'loss_type': 'MSE', 'model_label': 'ENC-DEC-100k-WINDOW', 'teacher_forcing_ratio': -4.198030811863873e-16, 'dynamic_tf': True, 'shuffle': True, 'one_hot_month': False, 'num_of_weigths': 1025, 'num_of_params': 217886, 'loss_train': [0.8617552747001578, 0.44997246170436944, 0.3128602158673954, 0.2359466702291817, 0.18832572170229622, 0.15882022949037972, 0.13951957374538257, 0.12584365211127005, 0.11604299414015952, 0.10936702968000056, 0.10495086344497981, 0.10194798917833701, 0.09976576518390205, 0.09808195789000053, 0.09679103272902223, 0.09570859202043915, 0.09484500163695314, 0.09409511572384573, 0.09343094146732009, 0.09285729060515815, 0.09232316387223673, 0.09182994253251142, 0.09139570071201622, 0.09098622467600818, 0.09059498057915615, 0.09025008958720025, 0.0899358501746541, 0.08966385140578388, 0.0894068897507348, 0.08916137325185122, 0.08895329264548672, 0.08876385717164903, 0.08859444284067923, 0.08843510033010127, 0.08827906812885743, 0.08813562294666147, 0.08800875383255245, 0.08788794700752248, 0.08777156851558021, 0.08766315045046719, 0.08757236280611583, 0.0874631849591767, 0.08738841989756505, 0.08729944533699162, 0.08722632542088792, 0.08714273647019714, 0.08707652021294986, 0.08698904461094312, 0.08692985987324854, 0.08687278381361192, 0.08681358448860846, 0.08675097695964597, 0.08669380355121452, 0.08665704227738329, 0.08659468426099627, 0.08653619455603453, 0.08650047438485282, 0.08644891437484231, 0.08638816109889157, 0.0863653393974016, 0.08630359044550975, 0.08627099647517605, 0.08623397131979248, 0.08620246390610824, 0.08614815902578962, 0.08611463756733762, 0.08609331283213455, 0.08603690690173334, 0.08601471021662264, 0.0860014258996471, 0.08595758630133374, 0.08591825310345534, 0.08588764464462197, 0.08585166730559789, 0.08583880977316218, 0.08580916617816184, 0.08577663765285477, 0.08574147160837065, 0.0857310064628229, 0.08570118398565948, 0.08568865910936625, 0.08565612713168393, 0.08562151260755874, 0.08561160423598446, 0.08556256482834781, 0.08555371080944826, 0.08553783371771648, 0.08551635900205308, 0.0854878098509469, 0.08546198280903446, 0.08545046602631663, 0.0854307067727213, 0.08541498464214933, 0.08540051175288228, 0.08536393802626666, 0.0853542919533375, 0.08532070166571236, 0.08530924224973599, 0.08529733770932907, 0.08526659337974293, 0.08526219356627691, 0.08525596717338423, 0.08522612638362162, 0.08521681351266501, 0.08518711039489442, 0.0851600000382343, 0.08515456992955435, 0.08514323736448864, 0.08512802035871879, 0.08510844081967742, 0.08510523870751098, 0.0850962397434336, 0.08507080438918684, 0.08505397165815036, 0.08504139825756296, 0.08502142323733686, 0.08500620196044663, 0.08498434830224995, 0.0849762703854959, 0.08498699650605084, 0.08496085652610758, 0.08495885821489188, 0.08495034147804473, 0.08492343861868967, 0.084907901961179, 0.08490398370630138, 0.08488716204196979, 0.08486567385794916, 0.08486494711248865, 0.0848367809567041, 0.08485643232698406, 0.08481813795291461, 0.08481376791447946, 0.08479494181198952, 0.08479377893464905, 0.08476638215365427, 0.08475810091519531, 0.08476419808281647, 0.08474381056515289, 0.08473356877327402, 0.08471669353572003, 0.08471547079446552, 0.08471586527951035, 0.08468296569891465, 0.08467530238104391, 0.08467443711755476, 0.08466473075769324, 0.08465439725271512, 0.08462807723071986, 0.08461461083847524, 0.08461654072989037, 0.0846028089550607, 0.08459479077940896, 0.0845866723484172, 0.08458440046716523, 0.0845748958733929, 0.08456474462107862, 0.08455025708991966, 0.08455140546182573, 0.08453676111368469, 0.08451496453566866, 0.08452328420056528, 0.08449650454870511, 0.08451404980632848, 0.08449115284851619, 0.08447640057612252, 0.08448158118587273, 0.08444963091295281, 0.08447243935077181, 0.08443530930049253, 0.08442327305128723, 0.08443101801169224, 0.08444611702264447, 0.0844034781959249, 0.08440458208267942, 0.08438486891078861, 0.08438542400633459, 0.08435822365593998, 0.08436048026759546, 0.08436631599625388, 0.08434349898890262, 0.08433104998299054, 0.0843232237075493, 0.08433726676927382, 0.08431823145011406, 0.08429816292919519, 0.08428458079368203, 0.08428158253540487, 0.08427328175622902, 0.08426254761197191, 0.08427009380835317, 0.08426104139386516, 0.08424912792913643, 0.08424478478647851, 0.08422977350406595, 0.08421534942565384, 0.0842261753648847, 0.08421447886761292, 0.08419141459923524, 0.08420226170302747, 0.08418525479761235, 0.08417280581899178, 0.08416877213469792, 0.08415661909150117, 0.08415939174456037, 0.08415397659162462, 0.08414486483176113, 0.08412597569954264, 0.08412544917820138, 0.08411110840710528, 0.08410826719778798, 0.08409855554337467, 0.08408952528958792, 0.08409090951467171, 0.08409130288076488, 0.0840686635001675, 0.08406671449105381, 0.08405417261215356, 0.08405049299418708, 0.08404200105167134, 0.08405157744939074, 0.08403942914126994, 0.084023893984792, 0.08401441931615382, 0.0840191438848719, 0.08399754124028343, 0.0839780962347111, 0.08399822945014024, 0.08397863097079508, 0.08398499640025499, 0.08395619436607256, 0.0839705741640194, 0.0839531775359269, 0.0839346401093207, 0.08393077445881707, 0.08393062720750714, 0.08390588688599321, 0.08391471414557307, 0.08393229787057135, 0.08389415627434141, 0.08389201309982237, 0.08388428317703607, 0.08388157626921004, 0.08388501944723147, 0.0838660058521089, 0.08384992524763167, 0.08385306879223048, 0.08384572834649802, 0.08382785739206569, 0.0838304113310117], 'loss_test': [1.0033501604428658, 0.584581930285845, 0.3670627004825152, 0.26937906233928144, 0.20917773657502273, 0.17207145146452463, 0.14860216069679993, 0.13244027286194837, 0.12076864009484267, 0.11270085621911746, 0.1071993364737584, 0.10366058010512437, 0.10112314594861789, 0.09923747549645412, 0.09784005181147502, 0.09666543921981102, 0.09576299734031543, 0.0948972633251777, 0.09427409919981773, 0.09365475244629078, 0.09308372318553619, 0.09267173803005463, 0.09219068384323365, 0.09174853338836095, 0.09136664270399472, 0.09106009205182393, 0.09074965133689918, 0.09045735283348805, 0.09027823051198935, 0.08996977614095578, 0.08976408834449756, 0.0896307980785003, 0.08937793344450302, 0.08925679970819217, 0.08905665466609673, 0.08896723012320507, 0.0888210367411375, 0.08873671360122852, 0.08863949799575867, 0.08854666208991638, 0.0884885499970271, 0.08837065654687393, 0.0882513959151812, 0.08823905226129752, 0.08813395513555942, 0.08808655134187295, 0.08807152710281886, 0.08794798687673532, 0.08787628497259739, 0.08778262401047425, 0.08774581331855212, 0.08772094132235417, 0.08771373513035285, 0.08768616970150898, 0.08760940570097703, 0.08751804548769425, 0.08751464515733413, 0.08754201539051838, 0.08748412719712807, 0.08746349214552304, 0.08737185879204518, 0.08733275867043397, 0.08730699852682076, 0.0874159697156686, 0.08724673421910176, 0.08726778421073388, 0.08719391046235195, 0.08722462008396785, 0.08717493259180815, 0.08719983988274367, 0.08716405025468422, 0.08705942208568256, 0.08710743935826497, 0.08704336756506027, 0.0870670249255804, 0.08706022622302556, 0.08700079652361381, 0.08704108248154323, 0.08700568439104618, 0.08695171271952298, 0.08694080669337358, 0.08698270278863418, 0.08692140934559014, 0.08691847524963893, 0.0868892440906702, 0.08682865100220227, 0.08684939809907706, 0.08688356135136042, 0.08677483273622318, 0.0867400299757719, 0.08681891806041583, 0.08687274606946187, 0.0867675513220139, 0.08683518239129813, 0.08670571045233653, 0.0867531963934501, 0.08671894602668591, 0.08665292418729036, 0.08670699577300976, 0.08677554378906886, 0.08668748255914603, 0.08671413911267734, 0.08670277124605118, 0.08666747746368249, 0.08660737367776725, 0.08659003541255608, 0.08670014563279274, 0.08663479057260048, 0.0866157317486329, 0.08662834309805663, 0.08666642311100776, 0.0865974214214545, 0.0866306139012942, 0.08660779726237823, 0.08654257631263672, 0.08658676360471126, 0.08662017124394576, 0.08653852735192348, 0.08661783668093193, 0.08657439382603535, 0.08657827968589771, 0.08659190851717423, 0.08652044417193303, 0.08650625573518948, 0.08653478501125789, 0.0865136421739291, 0.08666255305974911, 0.08652786633525139, 0.08651460344210649, 0.08650285344666396, 0.08657754083665517, 0.0865496752353815, 0.08652490759507203, 0.08652903373615864, 0.08657568014967136, 0.08651356217570794, 0.08663339406633988, 0.08659737380460286, 0.08648384744540238, 0.08654042051579708, 0.08649771268933247, 0.08656750418818913, 0.08648972886686142, 0.08644894816172428, 0.08649851725651668, 0.0865250875074894, 0.08654029801105842, 0.08648537825315426, 0.08648349005633439, 0.08644369106071118, 0.08661715609905048, 0.08658396118344405, 0.08647987337257618, 0.08648454412244834, 0.08646512088867334, 0.08662132078256363, 0.08650810094789052, 0.08642405796891604, 0.08655562204046127, 0.08655483891757634, 0.08649569152830502, 0.08657451528005111, 0.086459486052776, 0.08659374632705481, 0.0864291347276706, 0.08647646138874385, 0.08650123332746518, 0.0866524065629794, 0.08644754449144387, 0.08649619315297176, 0.08651663167163348, 0.08653873066680554, 0.0865989194657558, 0.08649172184941097, 0.08649635386581604, 0.08646843176430617, 0.08645591034721105, 0.0865454410131161, 0.0865126258860796, 0.08654967471002004, 0.08653633449322139, 0.08647003521521886, 0.08654441493443954, 0.08655006452821769, 0.08656901794557388, 0.08649004417925309, 0.08648527618975212, 0.08650969136028717, 0.08645118218966019, 0.08651612063822074, 0.08648755926734362, 0.08656328415068296, 0.08659423964145856, 0.08655391485454181, 0.08650125505832526, 0.08645885867568162, 0.08653070725118503, 0.08653022936330391, 0.08645657578913066, 0.08656852143124127, 0.08653570969517414, 0.08648430828291637, 0.08651640958701953, 0.08651506996307617, 0.08653144844067402, 0.08650949907799561, 0.0865712697402789, 0.08650617831601547, 0.08656182842185864, 0.08662228539395027, 0.08659010246778145, 0.08658865347313575, 0.08658733987846436, 0.08654184610797809, 0.08659990470951949, 0.08657106986412635, 0.08651286440017895, 0.0865752409474972, 0.08656819938467099, 0.08672438786388972, 0.08656049868426262, 0.08668605123574917, 0.08653788779599544, 0.08660026152546589, 0.08654990553473815, 0.08668846388657887, 0.08653520353329487, 0.08658174296411184, 0.08657156045620258, 0.08662475530917828, 0.08661304767697285, 0.0865693758122432, 0.08660784530907105, 0.08666610340468395, 0.08658722964807963, 0.086571936089641, 0.08658977593175876, 0.08665092652424788, 0.08656453240949374, 0.08660243766812178, 0.08668851245863315, 0.08667582240051185, 0.08664619182355893, 0.08664651277164619, 0.08673658341360398, 0.08671978431252333, 0.08660821115168241, 0.08675364939830242, 0.0866596908427966, 0.08674285914271306], 'identifier': '3036086np'}
2023-08-16 07:47:25,143 INFO    MainThread:291014 [wandb_init.py:init():596] starting backend
2023-08-16 07:47:25,143 INFO    MainThread:291014 [wandb_init.py:init():600] setting up manager
2023-08-16 07:47:25,154 INFO    MainThread:291014 [backend.py:_multiprocessing_setup():106] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2023-08-16 07:47:25,154 INFO    MainThread:291014 [wandb_init.py:init():606] backend started and connected
2023-08-16 07:47:25,200 INFO    MainThread:291014 [wandb_init.py:init():697] updated telemetry
2023-08-16 07:47:25,398 INFO    MainThread:291014 [wandb_init.py:init():730] communicating run to backend with 60.0 second timeout
2023-08-16 07:47:26,485 INFO    MainThread:291014 [wandb_run.py:_on_init():2180] communicating current version
2023-08-16 07:47:26,540 INFO    MainThread:291014 [wandb_run.py:_on_init():2189] got version response 
2023-08-16 07:47:26,540 INFO    MainThread:291014 [wandb_init.py:init():781] starting run threads in backend
2023-08-16 07:47:30,030 INFO    MainThread:291014 [wandb_run.py:_console_start():2159] atexit reg
2023-08-16 07:47:30,032 INFO    MainThread:291014 [wandb_run.py:_redirect():2014] redirect: wrap_raw
2023-08-16 07:47:30,032 INFO    MainThread:291014 [wandb_run.py:_redirect():2079] Wrapping output streams.
2023-08-16 07:47:30,032 INFO    MainThread:291014 [wandb_run.py:_redirect():2104] Redirects installed.
2023-08-16 07:47:30,033 INFO    MainThread:291014 [wandb_init.py:init():822] run started, returning control to user process
2023-08-16 07:47:34,307 INFO    MainThread:291014 [wandb_watch.py:watch():51] Watching
2023-08-16 07:47:38,628 INFO    MainThread:291014 [wandb_watch.py:watch():51] Watching
2023-08-16 07:47:42,961 INFO    MainThread:291014 [wandb_watch.py:watch():51] Watching
2023-08-16 07:47:47,280 INFO    MainThread:291014 [wandb_watch.py:watch():51] Watching
2023-08-16 07:47:51,621 INFO    MainThread:291014 [wandb_watch.py:watch():51] Watching
2023-08-16 07:47:55,886 INFO    MainThread:291014 [wandb_watch.py:watch():51] Watching
2023-08-16 07:48:00,244 INFO    MainThread:291014 [wandb_watch.py:watch():51] Watching
2023-08-16 07:48:04,520 INFO    MainThread:291014 [wandb_watch.py:watch():51] Watching
2023-08-16 07:48:08,747 INFO    MainThread:291014 [wandb_watch.py:watch():51] Watching
2023-08-16 07:48:12,934 INFO    MainThread:291014 [wandb_watch.py:watch():51] Watching
2023-08-16 07:48:17,038 INFO    MainThread:291014 [wandb_watch.py:watch():51] Watching
2023-08-16 07:48:21,133 INFO    MainThread:291014 [wandb_watch.py:watch():51] Watching
2023-08-16 07:48:25,218 INFO    MainThread:291014 [wandb_watch.py:watch():51] Watching
2023-08-16 07:48:29,340 INFO    MainThread:291014 [wandb_watch.py:watch():51] Watching
2023-08-16 07:48:33,396 INFO    MainThread:291014 [wandb_watch.py:watch():51] Watching
2023-08-16 07:48:37,494 INFO    MainThread:291014 [wandb_watch.py:watch():51] Watching
